stage,Endothelial,Epithelial,Erythroid,Immune,Neuron,Other,Stromal
24hpf,0,0,0,0,1,0,0
72hpf,0,0,0,0,0.56,0,0.28
21Day,0,0,0.37,0,0.37,0,0.74
3Month,0,0.21,0,0,0,0,0
22Month,0.14,6.01,0,0.41,0,0.14,0.14
