stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,0,3,0
72hpf,0,0,0.28,0,0,0.28,1.69,0.56
21Day,0,0,0,0,0,0,0.37,0
3Month,0.1,0.1,0,0.42,0.1,0,0,0
22Month,0.14,1.23,0,0.55,0.27,0,0,0.27
