stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,4,0,0,0,0,0,0
72hpf,1.97,0,0,0,0,0,0
21Day,3.33,0,0,0,0.37,0,0.37
3Month,6.45,0.31,0.62,0.1,0,0,0
22Month,2.87,0,0.41,0,0,0.14,0.14
