stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,10,0,0,0
72hpf,2.25,0.56,0,0.85,135.29,0.28,0.28,3.66
21Day,0.37,0.37,0.74,0,35.89,0,0.37,1.11
3Month,0.31,0,0,0,0,0,0,0
22Month,0.27,0,0.14,0,0,0,0,0
