stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,1,0,0,0,1,15,2
72hpf,0.28,1.41,0.28,0,0,0,1.97,0.28
21Day,0,1.48,1.11,0.37,0.37,0,0.74,0.74
3Month,0.1,1.46,0,6.55,0.1,0,0,0.42
22Month,0.14,0.55,0,1.78,0.14,0.14,0,0
