stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,14,1,0
72hpf,0,0,0,0,6.76,0.28,0
21Day,0,0.74,0,0,2.22,0.37,0.37
3Month,0.1,0.31,0.1,0.1,0.31,0,0
22Month,0.14,1.23,0,0.41,0,0,0.14
