stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,2,0,35,0,4
72hpf,0,0,0,0.28,0,0,0
21Day,0,0,0,0,0,0.37,0.37
3Month,2.5,22.99,0.52,0.31,0.21,0.42,0.21
22Month,0.68,3.14,0.14,0,0.14,0,0
