stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,3,1,10,0,0
72hpf,0.28,1.97,0.85,0,1.41,0.56,1.13,0,3.1
21Day,0,3.7,0.74,0.37,6.29,0.37,1.48,0,4.07
3Month,0.1,1.77,0,0.1,0.73,0.1,0,0,0
22Month,0.27,2.73,0,0,0.41,0,0.14,0.14,0.27
