stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,4,0,0
72hpf,5.64,0,0,0,0,0,0,0
21Day,2.59,0,0.37,0,0,0,0,0.37
3Month,3.64,10.4,0.21,0.1,0.1,0,0.1,0
