stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,1,4,0,0,1,49,0,0,11
72hpf,0,2.54,0.28,0,1.13,22.27,0,0.56,2.82
21Day,0,3.33,1.48,0.74,0.37,7.77,0,1.11,3.7
3Month,0.1,0.73,0,0.52,0,0.1,0,0.21,0.21
22Month,0.27,1.23,0.27,0.41,0,0,0.41,0.27,0.41
