stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,0,1
72hpf,0,3.38,0,0.28,1.69,0,1.13
21Day,0,0.37,0,0,1.85,0,0
3Month,0.1,1.25,0.1,0,0.1,0.1,0.1
22Month,0,2.73,0.55,0,0,0,0.14
