stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,1,0,0
72hpf,0,0.85,0,0,0,5.64,0,0.28
21Day,0,0.74,0,0,0,6.29,0,0.37
3Month,0.1,1.56,1.35,0.21,0,0,0.21,0.21
22Month,0,1.23,0.14,0.14,0.14,0,0,0
