stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,5,0,0,1,0,0
72hpf,5.64,0,0,9.02,0,0.56
21Day,3.33,0,0.37,2.22,0,1.11
22Month,2.6,0.14,0.27,0.27,0.14,0
