stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,1,0,2,0,0,0
72hpf,0,1.69,0,0,0,0,0,0,0.56
21Day,0,2.22,0,0,0.37,0.37,0,0,0
3Month,0.31,6.35,3.85,1.14,4.68,0.21,0.1,1.04,0.62
22Month,0.27,9.84,0.82,0.96,0.55,0.14,0.55,0.14,0.68
