stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,1,19,0,23,1,62,1,13
72hpf,0,0.56,0,2.25,0,1.69,0,0.28
21Day,0,0.74,0,0,0,0.37,0,0.37
22Month,0.41,5.06,26.92,1.91,0,0,0.55,0.41
