stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,2,0,0
72hpf,0.56,0,0,0.28,7.05,0,0.56
21Day,1.11,0,0,0.74,1.85,0.37,1.48
3Month,6.97,0.73,0.62,0.42,0.1,0.21,0.62
22Month,3.28,0.68,0,0,0.14,0,0.14
