stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,1,0,11,2
72hpf,1.13,0.28,0,0,0,5.07,3.38
21Day,0.74,0,0,0,0.37,4.44,1.48
3Month,0.62,0,0.31,0.42,0,0.1,0.42
22Month,1.23,0,0.14,0.96,0,0.14,0.68
