stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,3,0,0,1,0,17,0,2
72hpf,0.56,0.28,0,0,0.28,8.17,0.28,1.97
21Day,3.33,0.37,0,0.74,1.48,8.88,0.37,2.59
3Month,1.35,0,0.31,0.1,0,0.1,0,0
