stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,2,0,0,2,21,1
72hpf,1.13,0,0,0,3.38,1.69
21Day,1.48,0.37,0.37,0,2.59,1.48
3Month,0.1,0,0.21,0,0,0
