stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,2,0,0,0
72hpf,0,1.41,0,0,0.28,13.53,0,0.28,0.56
21Day,0,0.74,0,0,0,13.69,0,0.37,1.48
3Month,0,2.39,0.52,0.42,0.1,0.21,0,0.21,0.21
22Month,0.27,6.42,0,0.82,0,0.27,0.14,0.27,0.14
