stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,11.84,0,0,0,0,0.56,0,0.56
21Day,14.8,0.74,0,0,0,1.11,0,0
3Month,5.72,0,2.91,0,0,0,0.42,0
22Month,4.65,0,0.41,0.68,0.14,0,0,0.14
