stage,Epithelial,Germ,Immune,Muscle,Neuron
24hpf,0,0,0,0,1
72hpf,0,0.28,0.28,0,0.85
21Day,0,0,0,0.37,0
3Month,0.31,0,0.1,0.31,0
22Month,0.55,0.55,0.27,0,0
