stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,2,0,0,1,0,7,0,1
72hpf,0,1.69,0.85,0,0,0.28,25.65,0,1.13
21Day,0,1.11,0.37,0,0.74,0.74,13.32,0,3.7
3Month,0,2.5,0,0.62,0.31,0,4.58,0,0.1
22Month,0.14,10.66,0,0,1.5,0.27,1.91,0.14,0.14
