stage,Endothelial,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,5,0,0
72hpf,0,0,0,0,1.13,0,0.28
21Day,0,0,0,0,0.74,0.37,0
3Month,0,1.14,3.85,0.42,0.42,0.1,0.21
22Month,0.14,0.82,4.65,0.14,0,0,0.14
