stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,1,0,0
72hpf,0,0,0,0,0,3.1,0,0.28
21Day,0,0.74,0.37,0,0,1.48,0,0.74
3Month,0,0.83,0,0.21,0,0,0.1,0.1
22Month,0.14,2.32,0.14,0,0.27,0,0,0.27
