stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,2,0
72hpf,0.28,0,0,0,1.13,0.56
21Day,0.37,0.37,0.37,0.37,1.11,0
