stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,4,0,0,0,0,0
72hpf,11.56,0.28,0,0,1.41,0
21Day,35.52,0,2.96,0.37,0.37,0
3Month,6.97,0,1.56,0,0.1,0.1
22Month,0.55,0,0.14,0,0,0
