stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,1.97,0,0,0,0,0.56,0.85,0,0
21Day,8.51,0.37,0,0,0,0.37,0,0,1.48
3Month,91.22,0.31,1.25,2.5,0.31,0.62,0.1,1.56,0.83
22Month,61.36,0,0,0,0.14,0.14,0.82,0.27,0.41
