stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,3,0,0,0,5,0,3
72hpf,4.23,0,0,0.28,20.01,0,3.1
21Day,9.62,0,1.48,1.48,9.25,0.37,0.74
3Month,10.92,6.97,2.91,0.62,0.42,0.94,2.08
22Month,9.29,0.68,0.68,0,0.55,0.68,0.55
