stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,0,2,0,0
21Day,0,0.37,0,0.37,0,0.37,0.37,0,0.37
3Month,0.1,16.33,0.31,89.45,2.39,0.52,0.52,0.94,0.62
22Month,0,3.83,0.14,13.66,0.96,0,0.27,0.14,1.5
