stage,Epithelial,Erythroid,Immune,Neuron,Secretory,Stromal
24hpf,4,0,0,0,0,0
72hpf,6.2,0,0,1.13,0,0
21Day,8.88,0.37,1.11,0.37,0.37,0.37
3Month,1.98,0,0.62,0,0.1,0
