stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,1,0,0,0,0,1,0,0,0
72hpf,0,0,0,0,0.28,4.51,0,0.85,0.28
21Day,0.37,0.74,0,0,0,5.18,0,0.74,0
3Month,0.21,0.42,0.31,0.31,0.1,0,0,0.42,0.1
22Month,0.14,0.14,0,0,0,0,0.14,0,0
