stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1,0,0,0,0,3,0,0
72hpf,0.56,0.28,0,0,0.28,2.54,0,6.76
21Day,0.37,1.11,0,0,0.37,2.22,0,14.43
3Month,0.73,0,0.21,0.21,0,0,0.1,2.39
22Month,0.41,0,0.14,0,0,0,0,0.55
