stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,34,0,0
72hpf,0.56,3.1,2.82,1.41,1.41,267.19,0.28,4.51
21Day,0,1.11,1.11,1.48,1.11,38.85,1.11,0.37
3Month,0,0.21,0,0,0,0.83,0,0
