stage,Epithelial,Erythroid,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,3,0,3
72hpf,1.13,0.28,0.28,39.74,0.28,0.28
21Day,0.37,0,0,8.88,0.74,0.74
