stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,1,0,0,0,25,1,3
72hpf,0,0.28,0,0,0,0.56,0,0.28
21Day,0,0.74,0,0,0,0.37,0,0
3Month,0,1.14,0.1,0.31,0.21,0,0,0.21
22Month,0.27,0.41,0.14,0,0.41,0,0,0.27
