stage,Epithelial,Erythroid,Immune,Neuron,Stromal
24hpf,0,0,3,0,0
72hpf,0,0,0,0.28,0
21Day,0,0,2.22,0,0.37
3Month,0.62,0,2.29,0,0
22Month,0.96,0.14,1.64,0,0
