stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
72hpf,0.28,0,0.28,0,0,0,5.64,0
21Day,0,0.74,0,0,0.37,0.74,1.85,1.48
3Month,0,0.94,0.1,0.73,0.31,0.62,0.21,0.42
22Month,0,0.55,0,0,0.14,0,0,0
