stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,0,0,5
72hpf,0.28,0.28,0,0,0,0,0,0.28
21Day,0,1.85,0,0,0,0,0,0.37
3Month,0.62,10.3,0.73,0.94,0.62,0,0,1.04
22Month,0.27,4.78,0,1.23,0.55,0.14,6.15,0.27
