stage,Endothelial,Epithelial,Germ,Immune,Neuron,Stromal
72hpf,0,0.56,0,0,0,0.28
21Day,0,0,0,0,0.74,0
3Month,0.1,0.31,0.94,0.21,0,0
22Month,0,0.14,0,0,0,0.14
