stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,1,0,1,0,0,0,0
72hpf,0.28,0.28,0,0,0,1.13,0,0.56
21Day,0,0.37,0,0,0.37,0.37,0.37,1.85
3Month,1.14,3.85,0.21,0.31,0.83,0.1,0.1,1.14
22Month,1.09,3.01,0,0.41,0,0.14,0.27,0.41
