stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,1,9,1,0,4,0,32,3,6
72hpf,0,0.28,0,0,0.56,0.28,3.1,0,1.13
21Day,0,0.74,0.37,0,0.74,0.37,0.37,0,0.74
22Month,0,0.14,0,0.14,0,0,0,0,0.41
