stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,2,14,0,5
72hpf,0,0,0,0,0,0.28,0,0
22Month,0.82,8.75,7.11,0.68,0,0.14,0.27,0.96
