stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,1,0,0,1
72hpf,0.85,0,0,1.13,0.28,0,0.85
21Day,0.74,0,0.37,0,0,0,0
3Month,0.62,0.62,0,0,0,0.31,0.21
