stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
72hpf,1.97,0,0,0,0.56,0,0
21Day,21.83,0.74,0,4.07,1.11,0.37,1.11
3Month,5.82,0,0.31,0.62,0.1,0,0
22Month,2.73,0,0,0.41,0,0.14,0
