stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,8,0
72hpf,0,0.28,0,0,0.85,1.69,1.41
21Day,0,0,0,0,0,0.37,1.11
3Month,0.21,0.94,1.98,0.1,0.1,0.1,1.66
22Month,0,0.27,0,0.41,0,0,0.55
