stage,Endothelial,Epithelial,Germ,Immune,Muscle,Other,Secretory,Stromal
21Day,0,0.37,0,0,0,0,0,0
3Month,0,5.51,0.31,0.94,63.76,0,0.1,0.83
22Month,0.14,1.78,0,0.27,19.27,0.14,0,0
