stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,1,0,1,0,1,0,0
72hpf,0,0,0,0,0.28,0,0.28
21Day,1.11,0,0,0,0,0,0
3Month,5.93,0.1,0.21,0.1,0,0.1,0
