stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,3,0,0,1
72hpf,0.28,0.56,0,0,0,1.69,0,0,0
21Day,0,0,0,0,0,3.33,0,0,0.37
3Month,0,0.62,0.21,0.21,0,0,0,0.1,0.1
22Month,0,1.23,0,0.68,0.14,0.14,0.14,0,0
