stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
72hpf,0,0,0,0,0,0.56,0.28
21Day,0.37,0,0,0,0,0.37,0.37
3Month,1.04,0.1,7.59,0.52,0.1,0,0
22Month,1.64,0,0,0.27,0.14,0,0
