stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,1,1,0,0,0,0,17,3
72hpf,0.28,0.85,0.56,0,0.28,0,9.02,1.13
21Day,0.37,2.22,0.37,0,0,1.11,5.18,0.74
22Month,0.14,1.5,0,0.14,0.96,0.14,0,0.14
