stage,Epithelial,Immune,Neuron,Stromal
24hpf,0,0,1,1
72hpf,0.85,0,0,0.28
21Day,0.37,0,0.74,0
3Month,0.62,0,0,0.21
22Month,0.82,0.14,0,0
