stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,1,1,0,0,1,3,0,0
72hpf,0,1.13,0,0,0,1.69,0,0.56
21Day,0,2.96,0,0,0.37,1.11,0,0.37
3Month,0,2.91,0,0.73,0.1,0,0,0.1
22Month,0.14,8.47,0.27,1.78,0,0.14,1.09,0.55
