stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,2,0,1,1,8,0
72hpf,0,0,0,0,1.13,0
21Day,0,0,0,0,0.37,0.37
3Month,0.73,0.21,0.1,0,0,0
22Month,2.32,0.27,0.55,0,0,0.14
