stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,2,0,0
72hpf,3.38,0,0,10.43,0,0.56
21Day,1.11,0,0.37,8.14,0.37,2.59
3Month,0.73,0.21,0,0,0,0
22Month,1.78,1.09,0,0,0,0
