stage,Epithelial,Erythroid,Immune,Neuron,Other,Secretory,Stromal
72hpf,0,0,0.85,1.13,0,0,0.28
21Day,0.74,0.74,24.79,2.22,0,0.37,1.48
3Month,1.25,0,17.79,0.1,0,0.31,0.42
22Month,1.78,0.14,3.83,0.14,0.14,0,0.41
