stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,1,0,0,0,6,2
72hpf,0.28,0,0,0.28,1.69,0.28
21Day,0,0,0.74,0.74,1.48,0.74
3Month,0.1,0.1,0,0,0,0
