stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,4,0,0
72hpf,0.56,0,0,0,0,4.51,0,0.56
21Day,3.33,1.11,0,1.11,0.37,2.22,0,2.59
3Month,1.35,0,0.83,0.73,0.1,0,0,0.1
22Month,5.33,0,0.14,1.5,0,0.27,0.14,0
