stage,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,1,0
72hpf,0,0,0,0.56,0.28
21Day,0.37,0,0,0,0
3Month,0.31,0.21,0,0,0
22Month,0.82,0.14,0.55,0,0.14
