stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,3,0,0,1
72hpf,0.85,0,0,0.56,8.74,0.28,0,0
21Day,2.22,1.85,1.11,0.74,56.24,0,1.48,2.59
3Month,0.21,0,0,0,0.62,0,0,0.1
22Month,0.82,0,0,0,0.82,0,0,0
