stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,1,0,0,0,1
72hpf,1.13,0,0.28,1.13,0,0
21Day,1.48,0,0.74,0.37,0.37,0.37
3Month,0.1,0.21,0,0,0,0
