stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Stromal
72hpf,0,0.28,0,0,2.25,0,0
21Day,0,0,0,0,4.44,0,0.37
3Month,0,1.98,0.31,0.83,0.21,0,0.52
22Month,0.41,4.51,0,0.96,0.41,0.14,0.68
