stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,19,98,1,0,18,12,778,3,0,107
72hpf,2.82,68.77,14.37,0.85,3.95,15.5,567.36,1.13,3.38,78.35
21Day,1.85,69.93,49.21,3.7,22.57,25.53,166.49,0,8.51,57.72
3Month,3.02,161.54,2.81,211.36,38.28,14.56,13.11,0.21,7.18,26.21
22Month,2.32,104.95,1.23,37.85,43.45,5.88,9.43,5.47,2.87,14.89
