stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,58,246,17,0,139,81,3828,12,1,474
72hpf,36.08,336.81,102.87,0.56,35.79,94.42,3455.18,14.94,21.98,520.57
21Day,12.58,374.06,252.7,4.07,212,119.51,865.03,1.48,48.84,411.06
3Month,45.98,1362,22.57,511.56,631.07,88.73,44.31,2.81,48.78,275.75
22Month,65.05,937.14,17.76,45.91,449.99,21.73,29.38,72.29,17.76,128.31
